credit_id,client_id,cycle,objet,montant,duree_mois,dti,date_debut,en_defaut
13765,4594,CYCLE_1,LOGEMENT,1855,18,0.578,2023-09-23,0
13766,4595,CYCLE_1,EDUCATION,6002,18,0.213,2024-04-05,0
13767,4596,CYCLE_1,EDUCATION,2371,24,0.494,2023-11-19,1
13768,4596,CYCLE_2,CONSOMMATION,2355,6,0.244,2024-10-13,1
13769,4596,CYCLE_1,CONSOMMATION,2726,24,0.57,2025-12-01,1
13770,4596,CYCLE_2,SANTE,2777,6,0.246,2024-12-12,0
13771,4597,CYCLE_1,SANTE,4979,24,0.253,2023-09-27,0
13772,4597,CYCLE_1,LOGEMENT,4237,6,0.2,2024-04-02,0
13773,4597,CYCLE_2,MICRO_ENTREPRISE,8024,6,0.491,2026-02-18,0
13774,4598,CYCLE_3,MICRO_ENTREPRISE,13077,24,0.598,2025-08-04,1
13775,4598,CYCLE_1,CONSOMMATION,7489,24,0.291,2025-01-24,0
13776,4599,CYCLE_2,LOGEMENT,10668,9,0.248,2024-09-10,0
13777,4599,CYCLE_3,EDUCATION,13819,12,0.05,2024-03-01,1
13778,4599,CYCLE_1,EDUCATION,3178,24,0.308,2025-02-22,0
13779,4600,CYCLE_1,MICRO_ENTREPRISE,1186,9,0.883,2025-11-06,0
13780,4601,CYCLE_1,MICRO_ENTREPRISE,583,18,0.254,2024-05-16,0
13781,4601,CYCLE_3,LOGEMENT,775,9,0.688,2023-04-03,1
13782,4601,CYCLE_3,MICRO_ENTREPRISE,940,24,0.549,2026-02-11,0
13783,4601,CYCLE_2,LOGEMENT,541,9,0.331,2024-07-15,1
13784,4601,CYCLE_1,SANTE,776,18,0.111,2025-04-02,0
13785,4601,CYCLE_3,LOGEMENT,1073,24,0.144,2026-01-31,0
13786,4602,CYCLE_1,SANTE,3907,18,0.27,2023-07-16,0
13787,4602,CYCLE_1,MICRO_ENTREPRISE,5242,24,0.234,2025-11-17,0
13788,4603,CYCLE_1,SANTE,1834,12,0.292,2024-04-29,0
13789,4604,CYCLE_1,EDUCATION,4241,6,0.574,2024-06-11,0
13790,4604,CYCLE_2,MICRO_ENTREPRISE,9900,12,0.656,2024-10-23,0
13791,4605,CYCLE_1,CONSOMMATION,2491,9,0.708,2025-12-20,0
13792,4605,CYCLE_1,MICRO_ENTREPRISE,2882,9,0.8,2025-09-09,0
13793,4605,CYCLE_1,CONSOMMATION,2599,18,0.367,2024-09-16,1
13794,4606,CYCLE_2,LOGEMENT,2120,9,0.386,2024-11-18,1
13795,4606,CYCLE_2,CONSOMMATION,2790,18,0.311,2026-01-12,0
13796,4606,CYCLE_2,CONSOMMATION,2835,18,0.444,2025-04-04,0
13797,4607,CYCLE_1,EDUCATION,3323,6,0.534,2024-03-27,0
13798,4608,CYCLE_3,SANTE,9786,24,0.194,2023-05-12,1
13799,4609,CYCLE_1,LOGEMENT,8417,18,0.538,2024-10-06,1
13800,4609,CYCLE_3,EDUCATION,8779,18,0.628,2025-06-16,0
13801,4609,CYCLE_1,LOGEMENT,11039,9,0.307,2025-03-30,0
13802,4609,CYCLE_1,EDUCATION,3718,18,0.25,2024-01-13,0
13803,4610,CYCLE_1,MICRO_ENTREPRISE,2690,12,0.295,2024-09-08,0
13804,4610,CYCLE_1,MICRO_ENTREPRISE,2099,18,0.401,2025-11-23,0
13805,4610,CYCLE_3,SANTE,7544,6,0.348,2024-06-10,0
13806,4610,CYCLE_2,CONSOMMATION,6911,24,0.263,2024-03-23,0
13807,4610,CYCLE_1,MICRO_ENTREPRISE,6276,9,0.399,2024-09-24,0
13808,4610,CYCLE_2,EDUCATION,4506,24,0.245,2024-01-30,1
13809,4611,CYCLE_2,LOGEMENT,7825,6,0.283,2024-03-25,1
13810,4612,CYCLE_1,EDUCATION,4047,6,0.32,2024-07-21,0
13811,4613,CYCLE_1,EDUCATION,11902,9,0.066,2023-06-05,0
13812,4614,CYCLE_3,CONSOMMATION,7046,18,0.285,2024-05-05,0
13813,4614,CYCLE_3,CONSOMMATION,9371,6,0.398,2024-10-07,1
13814,4614,CYCLE_1,MICRO_ENTREPRISE,4691,18,0.21,2025-12-07,1
13815,4614,CYCLE_2,CONSOMMATION,7404,6,0.35,2024-12-21,1
13816,4615,CYCLE_1,EDUCATION,9673,18,0.115,2025-06-25,0
13817,4615,CYCLE_2,LOGEMENT,5861,24,0.05,2025-06-06,0
13818,4615,CYCLE_1,EDUCATION,7812,9,0.313,2025-12-19,0
13819,4615,CYCLE_2,EDUCATION,6391,9,0.193,2024-12-05,0
13820,4616,CYCLE_2,LOGEMENT,300,18,0.199,2024-08-26,0
13821,4616,CYCLE_2,MICRO_ENTREPRISE,619,24,0.325,2025-05-02,0
13822,4617,CYCLE_1,CONSOMMATION,7360,6,0.056,2023-12-29,1
13823,4617,CYCLE_2,CONSOMMATION,10836,12,0.243,2025-12-24,0
13824,4617,CYCLE_1,SANTE,2487,12,0.212,2024-04-14,0
13825,4618,CYCLE_2,LOGEMENT,2154,9,0.202,2025-04-21,0
13826,4618,CYCLE_1,EDUCATION,2021,6,0.472,2023-12-29,0
13827,4619,CYCLE_3,CONSOMMATION,3342,24,0.105,2024-05-29,0
13828,4620,CYCLE_3,MICRO_ENTREPRISE,1014,24,0.476,2025-07-15,0
13829,4620,CYCLE_1,MICRO_ENTREPRISE,592,9,0.397,2024-02-14,0
13830,4621,CYCLE_3,MICRO_ENTREPRISE,666,9,0.261,2025-12-17,1
13831,4621,CYCLE_1,EDUCATION,383,18,0.39,2024-08-25,1
13832,4621,CYCLE_1,EDUCATION,662,6,0.247,2025-12-07,0
13833,4621,CYCLE_1,MICRO_ENTREPRISE,590,24,0.223,2025-06-22,0
13834,4621,CYCLE_1,LOGEMENT,550,12,0.381,2024-12-21,0
13835,4622,CYCLE_3,LOGEMENT,13979,6,0.595,2025-10-29,1
13836,4622,CYCLE_1,SANTE,7011,24,0.1,2023-10-30,0
13837,4622,CYCLE_3,LOGEMENT,15680,12,0.146,2024-12-01,0
13838,4622,CYCLE_2,MICRO_ENTREPRISE,17775,12,0.563,2025-04-02,1
13839,4622,CYCLE_2,MICRO_ENTREPRISE,10809,24,0.384,2024-01-25,0
13840,4622,CYCLE_3,MICRO_ENTREPRISE,12497,24,0.65,2024-12-29,1
13841,4622,CYCLE_1,SANTE,11443,12,0.396,2024-10-24,0
13842,4622,CYCLE_1,CONSOMMATION,12989,12,0.128,2024-06-03,0
13843,4623,CYCLE_3,SANTE,4092,12,0.316,2025-05-08,0
13844,4624,CYCLE_2,LOGEMENT,8541,24,0.156,2024-06-24,0
13845,4624,CYCLE_1,EDUCATION,9221,9,0.263,2024-03-03,1
13846,4624,CYCLE_2,EDUCATION,4519,24,0.148,2023-10-21,0
13847,4624,CYCLE_4,EDUCATION,15337,18,0.526,2023-04-10,1
13848,4625,CYCLE_2,MICRO_ENTREPRISE,1117,18,0.053,2025-12-19,0
13849,4625,CYCLE_1,CONSOMMATION,300,18,0.403,2025-02-08,0
13850,4625,CYCLE_1,CONSOMMATION,904,24,0.511,2025-02-27,1
13851,4625,CYCLE_1,MICRO_ENTREPRISE,570,6,0.59,2024-09-12,1
13852,4625,CYCLE_1,MICRO_ENTREPRISE,809,9,0.25,2025-05-18,0
13853,4626,CYCLE_1,MICRO_ENTREPRISE,7989,12,0.387,2025-02-24,0
13854,4626,CYCLE_1,EDUCATION,6092,18,0.497,2023-03-03,1
13855,4627,CYCLE_1,EDUCATION,861,18,0.616,2025-04-22,0
13856,4627,CYCLE_3,MICRO_ENTREPRISE,3287,6,0.391,2025-09-26,0
13857,4628,CYCLE_1,EDUCATION,2522,12,0.588,2024-05-20,0
13858,4628,CYCLE_4,MICRO_ENTREPRISE,11846,18,0.4,2024-03-08,0
13859,4628,CYCLE_1,EDUCATION,3084,24,0.261,2023-10-29,0
13860,4629,CYCLE_1,EDUCATION,1749,24,0.498,2025-11-30,1
13861,4629,CYCLE_1,SANTE,4225,6,0.724,2024-11-19,0
13862,4629,CYCLE_4,EDUCATION,15689,18,0.544,2025-09-28,0
13863,4629,CYCLE_3,CONSOMMATION,9666,12,0.254,2025-07-14,0
13864,4629,CYCLE_1,EDUCATION,3512,6,0.755,2024-01-29,1
13865,4630,CYCLE_3,MICRO_ENTREPRISE,7033,24,0.218,2025-12-10,0
13866,4630,CYCLE_1,CONSOMMATION,3357,24,0.061,2025-11-27,1
13867,4630,CYCLE_1,SANTE,3777,18,0.414,2024-03-21,0
13868,4631,CYCLE_4,LOGEMENT,6652,9,0.626,2024-06-05,0
13869,4631,CYCLE_3,CONSOMMATION,6095,24,0.533,2024-03-08,0
13870,4631,CYCLE_2,LOGEMENT,4935,12,0.278,2024-12-23,0
13871,4631,CYCLE_1,EDUCATION,2980,18,0.119,2025-09-08,0
13872,4632,CYCLE_2,LOGEMENT,4084,9,0.05,2026-01-31,0
13873,4632,CYCLE_1,MICRO_ENTREPRISE,1877,6,0.136,2024-07-31,0
13874,4632,CYCLE_2,MICRO_ENTREPRISE,4470,18,0.468,2025-06-04,0
13875,4632,CYCLE_2,SANTE,2332,6,0.265,2023-04-14,0
13876,4632,CYCLE_3,MICRO_ENTREPRISE,2671,6,0.665,2024-08-30,1
13877,4632,CYCLE_2,SANTE,3996,24,0.277,2023-04-01,0
13878,4632,CYCLE_1,CONSOMMATION,2506,9,0.087,2024-06-12,0
13879,4632,CYCLE_3,CONSOMMATION,4718,24,0.446,2024-07-03,1
13880,4633,CYCLE_1,EDUCATION,1808,9,0.265,2023-05-27,0
13881,4633,CYCLE_2,EDUCATION,7918,9,0.434,2024-09-07,1
13882,4633,CYCLE_4,EDUCATION,14665,12,0.461,2023-04-14,0
13883,4634,CYCLE_1,LOGEMENT,4006,12,0.695,2025-09-06,1
13884,4634,CYCLE_2,MICRO_ENTREPRISE,5671,18,0.446,2023-11-22,0
13885,4634,CYCLE_2,LOGEMENT,6979,6,0.826,2025-05-30,1
13886,4634,CYCLE_1,MICRO_ENTREPRISE,2823,12,0.84,2024-04-17,0
13887,4634,CYCLE_1,EDUCATION,3877,18,0.429,2024-11-07,1
13888,4634,CYCLE_2,CONSOMMATION,5462,18,0.52,2025-02-12,0
13889,4634,CYCLE_2,SANTE,5974,18,0.407,2023-11-07,0
13890,4634,CYCLE_1,EDUCATION,5788,9,0.681,2023-03-08,1
13891,4635,CYCLE_1,SANTE,2891,18,0.27,2023-05-14,1
13892,4635,CYCLE_1,CONSOMMATION,2325,9,0.098,2025-02-04,1
13893,4636,CYCLE_1,SANTE,1356,9,0.163,2023-12-27,0
13894,4637,CYCLE_1,CONSOMMATION,4632,12,0.446,2024-05-04,0
13895,4637,CYCLE_1,EDUCATION,5577,9,0.124,2023-11-18,0
13896,4637,CYCLE_3,LOGEMENT,12623,24,0.382,2025-09-18,0
13897,4637,CYCLE_2,CONSOMMATION,10194,9,0.428,2023-12-25,1
13898,4637,CYCLE_2,SANTE,7465,9,0.412,2025-07-24,0
13899,4637,CYCLE_1,CONSOMMATION,4024,9,0.062,2023-05-05,0
13900,4638,CYCLE_4,SANTE,694,12,0.186,2026-02-10,0
13901,4638,CYCLE_1,CONSOMMATION,513,18,0.343,2025-02-19,0
13902,4639,CYCLE_1,EDUCATION,1759,24,0.641,2025-01-18,0
13903,4639,CYCLE_1,LOGEMENT,1654,9,0.483,2024-02-12,0
13904,4639,CYCLE_1,MICRO_ENTREPRISE,300,6,0.372,2025-03-26,0
13905,4639,CYCLE_1,EDUCATION,3235,6,0.338,2023-10-02,0
13906,4640,CYCLE_1,CONSOMMATION,4362,6,0.495,2025-08-28,0
13907,4640,CYCLE_1,SANTE,3694,6,0.416,2024-06-26,1
13908,4641,CYCLE_1,EDUCATION,3137,9,0.684,2024-04-17,0
13909,4641,CYCLE_4,EDUCATION,13370,12,0.848,2025-11-06,1
13910,4641,CYCLE_3,MICRO_ENTREPRISE,10301,18,0.594,2024-08-13,0
13911,4641,CYCLE_3,CONSOMMATION,8839,12,0.05,2025-12-26,0
13912,4642,CYCLE_2,SANTE,7707,24,0.175,2025-10-27,0
13913,4642,CYCLE_3,SANTE,6425,12,0.186,2026-01-24,0
13914,4642,CYCLE_1,SANTE,2598,6,0.484,2023-03-03,0
13915,4642,CYCLE_2,CONSOMMATION,4358,9,0.616,2024-03-05,1
13916,4642,CYCLE_3,EDUCATION,5237,12,0.18,2025-07-16,1
13917,4642,CYCLE_1,MICRO_ENTREPRISE,1921,12,0.243,2023-04-09,0
13918,4643,CYCLE_2,EDUCATION,6219,12,0.537,2023-06-02,1
13919,4643,CYCLE_1,SANTE,2315,24,0.613,2024-12-10,1
13920,4643,CYCLE_1,EDUCATION,5180,24,0.159,2023-09-25,0
13921,4643,CYCLE_1,MICRO_ENTREPRISE,1870,24,0.06,2024-07-28,0
13922,4643,CYCLE_2,SANTE,6095,24,0.197,2025-07-11,0
13923,4644,CYCLE_1,EDUCATION,2523,24,0.626,2024-08-22,0
13924,4644,CYCLE_3,EDUCATION,7330,9,0.261,2023-08-13,0
13925,4644,CYCLE_2,SANTE,8274,24,0.455,2024-08-27,0
13926,4644,CYCLE_1,LOGEMENT,4153,6,0.41,2023-04-24,0
13927,4645,CYCLE_1,EDUCATION,3128,18,0.092,2026-01-10,0
13928,4645,CYCLE_1,MICRO_ENTREPRISE,2979,18,0.554,2023-09-18,1
13929,4646,CYCLE_4,LOGEMENT,23733,12,0.239,2026-01-29,0
13930,4646,CYCLE_2,SANTE,9220,18,0.464,2026-02-11,0
13931,4646,CYCLE_4,CONSOMMATION,15268,24,0.424,2025-11-08,0
13932,4647,CYCLE_1,CONSOMMATION,2293,6,0.546,2023-03-03,0
13933,4647,CYCLE_2,EDUCATION,2247,9,0.111,2024-06-03,0
13934,4647,CYCLE_3,MICRO_ENTREPRISE,3493,6,0.389,2024-08-10,1
13935,4648,CYCLE_1,LOGEMENT,7420,12,0.5,2023-03-31,0
13936,4648,CYCLE_1,EDUCATION,6969,12,0.156,2025-12-12,0
13937,4648,CYCLE_3,MICRO_ENTREPRISE,14540,24,0.326,2023-12-08,0
13938,4649,CYCLE_1,EDUCATION,2075,9,0.267,2025-07-16,0
13939,4649,CYCLE_1,MICRO_ENTREPRISE,1054,24,0.248,2023-07-20,0
13940,4650,CYCLE_1,EDUCATION,3998,6,0.297,2024-06-22,0
13941,4650,CYCLE_2,MICRO_ENTREPRISE,5191,18,0.297,2024-01-15,0
13942,4650,CYCLE_1,CONSOMMATION,3837,24,0.25,2024-08-10,1
13943,4651,CYCLE_3,MICRO_ENTREPRISE,6497,24,0.582,2024-02-11,0
13944,4651,CYCLE_3,LOGEMENT,5808,6,0.136,2023-06-04,0
13945,4651,CYCLE_4,LOGEMENT,8180,6,0.252,2023-09-28,0
13946,4651,CYCLE_3,EDUCATION,6303,6,0.45,2025-02-13,0
13947,4652,CYCLE_2,MICRO_ENTREPRISE,745,9,0.185,2025-09-07,0
13948,4652,CYCLE_1,MICRO_ENTREPRISE,590,18,0.546,2024-04-10,1
13949,4652,CYCLE_1,CONSOMMATION,742,12,0.367,2026-01-21,0
13950,4653,CYCLE_1,MICRO_ENTREPRISE,5332,18,0.05,2026-01-25,0
13951,4653,CYCLE_1,CONSOMMATION,4650,9,0.051,2026-01-03,1
13952,4653,CYCLE_3,MICRO_ENTREPRISE,13012,18,0.237,2026-01-22,0
13953,4653,CYCLE_1,EDUCATION,3098,6,0.111,2024-02-20,0
13954,4654,CYCLE_1,LOGEMENT,4487,6,0.081,2024-02-06,0
13955,4654,CYCLE_2,LOGEMENT,5663,24,0.05,2025-03-28,0
13956,4654,CYCLE_1,SANTE,2988,9,0.604,2025-10-14,0
13957,4654,CYCLE_3,LOGEMENT,6712,12,0.191,2024-07-21,1
13958,4654,CYCLE_1,LOGEMENT,3105,18,0.598,2023-12-13,0
13959,4655,CYCLE_1,EDUCATION,3874,18,0.33,2023-06-26,0
13960,4655,CYCLE_1,EDUCATION,6225,24,0.422,2023-07-30,1
13961,4655,CYCLE_4,LOGEMENT,13958,9,0.319,2023-08-16,0
13962,4656,CYCLE_1,MICRO_ENTREPRISE,5229,12,0.213,2023-10-02,0
13963,4656,CYCLE_2,LOGEMENT,7067,9,0.15,2024-03-01,0
13964,4656,CYCLE_3,MICRO_ENTREPRISE,13250,9,0.551,2025-12-10,0
13965,4656,CYCLE_2,MICRO_ENTREPRISE,9442,6,0.095,2024-08-24,0
13966,4656,CYCLE_3,EDUCATION,6748,6,0.515,2025-08-06,0
13967,4657,CYCLE_1,CONSOMMATION,4423,9,0.457,2023-04-10,0
13968,4657,CYCLE_1,MICRO_ENTREPRISE,6994,9,0.973,2024-04-25,0
13969,4658,CYCLE_1,MICRO_ENTREPRISE,1832,24,0.132,2023-11-10,0
13970,4658,CYCLE_1,SANTE,7590,24,0.43,2024-11-08,1
13971,4659,CYCLE_1,EDUCATION,6192,24,0.05,2024-09-02,0
13972,4659,CYCLE_1,MICRO_ENTREPRISE,5745,12,0.221,2023-12-07,1
13973,4659,CYCLE_1,LOGEMENT,8955,12,0.701,2025-02-08,0
13974,4660,CYCLE_2,EDUCATION,13072,6,0.567,2024-04-09,1
13975,4661,CYCLE_2,MICRO_ENTREPRISE,14892,9,0.184,2023-10-13,1
13976,4661,CYCLE_3,CONSOMMATION,14232,18,0.167,2025-06-29,0
13977,4661,CYCLE_2,MICRO_ENTREPRISE,12688,6,0.096,2024-12-29,0
13978,4661,CYCLE_1,MICRO_ENTREPRISE,11269,12,0.314,2026-01-08,0
13979,4662,CYCLE_2,MICRO_ENTREPRISE,552,12,0.476,2024-10-06,0
13980,4662,CYCLE_1,MICRO_ENTREPRISE,399,24,0.122,2023-12-05,0
13981,4663,CYCLE_3,EDUCATION,6216,9,0.446,2025-12-27,0
13982,4663,CYCLE_1,CONSOMMATION,3967,6,0.641,2024-08-11,0
13983,4663,CYCLE_1,SANTE,3118,24,0.768,2023-08-15,0
13984,4663,CYCLE_2,EDUCATION,3520,9,0.137,2026-02-02,0
13985,4663,CYCLE_1,MICRO_ENTREPRISE,3339,6,0.279,2023-05-14,0
13986,4663,CYCLE_3,EDUCATION,4738,6,0.523,2025-05-17,0
13987,4664,CYCLE_2,LOGEMENT,9306,24,0.153,2024-09-10,0
13988,4664,CYCLE_1,SANTE,3618,9,0.308,2025-04-04,0
13989,4664,CYCLE_1,CONSOMMATION,5464,18,0.362,2024-02-06,0
13990,4664,CYCLE_1,CONSOMMATION,4717,9,0.873,2025-05-25,1
13991,4665,CYCLE_2,EDUCATION,3714,12,0.39,2023-12-19,0
13992,4666,CYCLE_1,MICRO_ENTREPRISE,3346,9,0.196,2025-07-03,0
13993,4666,CYCLE_1,LOGEMENT,993,18,0.225,2026-01-10,1
13994,4666,CYCLE_2,MICRO_ENTREPRISE,5376,18,0.334,2024-08-20,0
13995,4666,CYCLE_2,LOGEMENT,6691,9,0.706,2024-08-18,0
13996,4666,CYCLE_1,CONSOMMATION,1046,18,0.116,2024-05-23,0
13997,4666,CYCLE_4,MICRO_ENTREPRISE,8024,12,0.177,2024-08-08,0
13998,4667,CYCLE_1,LOGEMENT,5275,6,0.454,2023-06-28,0
13999,4667,CYCLE_2,EDUCATION,14594,6,0.327,2024-04-02,0
14000,4667,CYCLE_3,MICRO_ENTREPRISE,19873,9,0.304,2025-11-01,0
14001,4667,CYCLE_2,SANTE,6478,24,0.05,2024-12-25,0
14002,4667,CYCLE_1,CONSOMMATION,7966,9,0.393,2023-04-28,0
14003,4668,CYCLE_1,EDUCATION,304,6,0.341,2025-09-18,0
14004,4668,CYCLE_1,EDUCATION,1015,9,0.683,2025-10-23,0
14005,4668,CYCLE_2,MICRO_ENTREPRISE,1234,12,0.15,2023-06-29,0
14006,4669,CYCLE_2,CONSOMMATION,5768,24,0.18,2025-08-20,0
14007,4669,CYCLE_1,MICRO_ENTREPRISE,3656,6,0.364,2024-02-19,0
14008,4669,CYCLE_1,SANTE,4182,6,0.132,2024-07-11,1
14009,4669,CYCLE_2,SANTE,4974,6,0.1,2023-07-19,0
14010,4669,CYCLE_1,LOGEMENT,6294,6,0.661,2023-06-25,0
14011,4670,CYCLE_2,LOGEMENT,7451,6,0.223,2025-03-05,0
14012,4670,CYCLE_3,MICRO_ENTREPRISE,9807,18,0.17,2025-12-23,0
14013,4670,CYCLE_1,EDUCATION,4349,9,0.149,2024-06-10,0
14014,4670,CYCLE_1,MICRO_ENTREPRISE,5331,12,0.172,2024-08-11,0
14015,4670,CYCLE_3,SANTE,9207,9,0.187,2024-09-01,0
14016,4670,CYCLE_3,MICRO_ENTREPRISE,11037,18,0.448,2024-06-23,1
14017,4671,CYCLE_1,SANTE,2092,9,0.641,2026-01-21,0
14018,4671,CYCLE_3,SANTE,5542,9,0.53,2024-01-31,0
14019,4671,CYCLE_2,SANTE,2862,24,0.768,2026-01-28,1
14020,4672,CYCLE_2,EDUCATION,6211,12,0.309,2025-01-28,0
14021,4672,CYCLE_4,SANTE,5362,24,0.221,2026-02-13,1
14022,4672,CYCLE_1,MICRO_ENTREPRISE,3291,18,0.139,2023-04-13,0
14023,4672,CYCLE_3,CONSOMMATION,6764,18,0.223,2024-12-04,1
14024,4673,CYCLE_3,LOGEMENT,8373,24,0.213,2023-09-22,1
14025,4673,CYCLE_2,LOGEMENT,4299,24,0.163,2025-03-01,0
14026,4673,CYCLE_2,SANTE,10346,24,0.119,2023-12-10,0
14027,4673,CYCLE_1,MICRO_ENTREPRISE,4919,18,0.462,2025-06-17,0
14028,4674,CYCLE_1,MICRO_ENTREPRISE,300,12,0.177,2023-08-10,1
14029,4674,CYCLE_2,CONSOMMATION,458,24,0.209,2024-11-30,1
14030,4674,CYCLE_2,CONSOMMATION,378,9,0.476,2025-01-31,0
14031,4675,CYCLE_1,MICRO_ENTREPRISE,17433,6,0.372,2023-12-31,0
14032,4676,CYCLE_1,LOGEMENT,7072,9,0.18,2024-03-14,1
14033,4677,CYCLE_3,CONSOMMATION,11375,24,0.274,2025-01-11,0
14034,4677,CYCLE_1,LOGEMENT,2687,24,0.641,2024-03-18,0
14035,4677,CYCLE_1,SANTE,10955,9,0.414,2024-10-14,0
14036,4677,CYCLE_1,LOGEMENT,6911,6,0.539,2023-07-22,0
14037,4678,CYCLE_2,SANTE,2566,24,0.167,2023-09-30,0
14038,4679,CYCLE_2,EDUCATION,3032,6,0.421,2023-07-08,0
14039,4679,CYCLE_1,CONSOMMATION,1047,9,0.491,2025-12-27,1
14040,4680,CYCLE_2,LOGEMENT,4725,24,0.131,2024-07-01,0
14041,4680,CYCLE_2,MICRO_ENTREPRISE,8107,18,0.564,2025-03-03,0
14042,4680,CYCLE_1,LOGEMENT,8074,24,0.159,2024-09-27,0
14043,4681,CYCLE_2,MICRO_ENTREPRISE,7221,9,0.237,2024-12-12,0
14044,4681,CYCLE_3,LOGEMENT,8159,9,0.547,2023-11-10,0
14045,4681,CYCLE_3,SANTE,8306,12,0.534,2024-12-15,0
14046,4681,CYCLE_1,SANTE,7339,24,0.249,2024-03-29,1
14047,4681,CYCLE_1,CONSOMMATION,5030,18,0.293,2023-07-31,0
14048,4681,CYCLE_2,CONSOMMATION,8380,18,0.329,2023-11-20,0
14049,4682,CYCLE_1,CONSOMMATION,3269,12,0.879,2024-12-14,0
14050,4682,CYCLE_1,SANTE,2460,6,0.416,2023-04-09,1
14051,4682,CYCLE_1,MICRO_ENTREPRISE,3576,24,0.29,2025-05-01,1
14052,4682,CYCLE_1,CONSOMMATION,4925,9,0.283,2024-03-30,0
14053,4682,CYCLE_3,EDUCATION,6488,18,0.717,2025-05-20,0
14054,4683,CYCLE_3,CONSOMMATION,7622,24,0.313,2023-08-27,0
14055,4683,CYCLE_3,CONSOMMATION,5045,6,0.476,2025-04-28,0
14056,4683,CYCLE_4,EDUCATION,9133,9,0.138,2025-12-07,0
14057,4684,CYCLE_1,SANTE,3541,24,0.404,2025-01-10,0
14058,4684,CYCLE_1,CONSOMMATION,3471,12,0.46,2024-10-25,0
14059,4685,CYCLE_2,CONSOMMATION,484,6,0.073,2023-10-30,0
14060,4685,CYCLE_1,SANTE,300,12,0.427,2023-03-17,0
14061,4685,CYCLE_1,LOGEMENT,367,9,0.098,2025-08-27,0
14062,4686,CYCLE_3,LOGEMENT,9084,9,0.185,2025-10-16,0
14063,4686,CYCLE_1,LOGEMENT,2266,24,0.188,2023-05-26,0
14064,4686,CYCLE_2,EDUCATION,10073,18,0.268,2024-12-13,1
14065,4686,CYCLE_3,EDUCATION,6883,24,0.311,2025-07-30,0
14066,4686,CYCLE_1,MICRO_ENTREPRISE,6751,9,0.518,2024-02-22,0
14067,4686,CYCLE_1,SANTE,8146,18,0.205,2023-07-04,0
14068,4686,CYCLE_2,MICRO_ENTREPRISE,8239,6,0.438,2025-09-18,0
14069,4687,CYCLE_1,LOGEMENT,965,24,0.868,2024-12-25,0
14070,4688,CYCLE_3,LOGEMENT,653,12,0.241,2024-03-03,0
14071,4688,CYCLE_1,LOGEMENT,300,24,0.311,2023-03-27,0
14072,4688,CYCLE_1,LOGEMENT,636,18,0.203,2024-02-23,0
14073,4689,CYCLE_1,EDUCATION,3766,12,0.096,2025-10-11,0
14074,4689,CYCLE_2,LOGEMENT,3311,9,0.341,2025-09-09,0
14075,4689,CYCLE_2,EDUCATION,2294,18,0.123,2024-07-29,0
14076,4689,CYCLE_2,EDUCATION,3778,12,0.53,2023-06-18,0
14077,4689,CYCLE_2,MICRO_ENTREPRISE,4619,6,0.328,2025-01-01,0
14078,4690,CYCLE_1,MICRO_ENTREPRISE,1272,18,0.575,2025-04-01,0
14079,4690,CYCLE_1,CONSOMMATION,1548,9,0.805,2023-05-27,0
14080,4690,CYCLE_1,EDUCATION,1486,6,0.425,2024-06-20,0
14081,4691,CYCLE_1,SANTE,1241,24,0.05,2024-07-29,0
14082,4691,CYCLE_4,EDUCATION,4953,9,0.132,2023-04-15,0
14083,4692,CYCLE_1,EDUCATION,6023,18,0.653,2024-07-20,0
14084,4693,CYCLE_2,SANTE,13942,18,0.559,2025-10-07,0
14085,4694,CYCLE_1,LOGEMENT,6339,24,0.215,2025-08-28,0
14086,4694,CYCLE_3,EDUCATION,12085,9,0.794,2025-06-11,0
14087,4694,CYCLE_3,LOGEMENT,9929,24,0.579,2023-10-03,0
14088,4694,CYCLE_3,CONSOMMATION,9195,6,0.109,2023-09-06,0
14089,4695,CYCLE_1,SANTE,2639,6,0.328,2026-01-10,0
14090,4695,CYCLE_4,EDUCATION,6805,24,0.241,2026-02-21,0
14091,4696,CYCLE_2,SANTE,7157,24,0.559,2024-12-05,0
14092,4696,CYCLE_3,SANTE,3208,24,0.241,2025-01-08,0
14093,4696,CYCLE_4,SANTE,10869,6,0.05,2024-02-12,0
14094,4697,CYCLE_1,EDUCATION,12391,18,0.525,2026-01-10,0
14095,4697,CYCLE_3,SANTE,13444,24,0.191,2023-07-29,1
14096,4697,CYCLE_1,SANTE,3679,18,0.428,2023-11-20,0
14097,4698,CYCLE_3,SANTE,7436,9,0.23,2024-01-24,0
14098,4698,CYCLE_1,MICRO_ENTREPRISE,5449,9,0.727,2024-05-04,0
14099,4698,CYCLE_4,MICRO_ENTREPRISE,10180,18,0.531,2024-02-14,0
14100,4699,CYCLE_2,MICRO_ENTREPRISE,4911,18,0.248,2025-05-28,1
14101,4699,CYCLE_1,MICRO_ENTREPRISE,4031,12,0.312,2025-07-06,0
14102,4699,CYCLE_1,LOGEMENT,2388,18,0.384,2025-05-28,0
14103,4699,CYCLE_1,LOGEMENT,4814,12,0.408,2023-04-24,0
14104,4699,CYCLE_2,SANTE,3060,24,0.316,2024-06-17,0
14105,4700,CYCLE_1,LOGEMENT,3066,18,0.527,2025-04-13,1
14106,4700,CYCLE_3,SANTE,4212,6,0.297,2024-08-11,0
